knee_angle_left,knee_angle_right,knee_angle_avg,hip_angle_left,hip_angle_right,ankle_angle_left,ankle_angle_right,back_angle,hip_hinge_angle,frontal_weight,foot_asymmetry,knee_cave_pct_left,knee_cave_pct_right,knee_over_toe_left,knee_over_toe_right,shoulder_width,hip_width,elbow_width,elbow_flare_pct,elbow_flare_angle_lateral,arm_angle_left,arm_angle_right,wrist_dev_left,wrist_dev_right,phase_code,BACK_ROUNDED,HIPS_TOO_HIGH,score
108.14,109.25,108.695,88.96,94.63,171.75,142.7,24.35,88.96,0.0,0.0001886670944102331,1.8263145042997253,-1.2229653089504966,0.016780628440228706,0.00894035801660753,0.013809351415757398,0.04076823382353573,0.03385138330737947,145.1337668817144,12.199931143326497,177.87,178.91,0.015556368975707224,0.0025343818352848158,2,NONE,NONE,100.0
168.33,165.02,166.675,179.12,178.35,166.5,144.67,12.4,178.88,0.629,0.028144761233427573,-0.01683254923329769,1.3279548768107885,0.014207279959578267,-0.01842559908350294,0.14065104437799947,0.13038957387640293,0.1129414099531536,-19.700980214818927,11.118926700070968,173.7,145.36,0.00378970679495072,0.05540294395221623,1,NONE,NONE,100.0
173.1,179.74,176.42000000000002,168.92,175.69,171.02,163.2,1.97,172.31,0.982,0.006966209385025457,1.2990252778059042,-0.00797893381919712,0.00918914710760882,0.007154838494479621,0.13740191596228268,0.19069815278723928,0.13936602155676464,1.429460121226484,8.207127516684627,159.42,163.71,0.04028833493196404,0.03282893144613497,1,NONE,NONE,100.0
165.15,164.85,165.0,175.65,175.71,135.93,62.26,12.63,175.68,0.977,0.031183131296259825,-2.2785115399018565,1.7942319297006515,0.005434097581381581,0.007257870318734261,0.16542889095403024,0.18987154871803485,0.18505433692031498,11.863372747713278,13.734236421401425,173.14,153.17,0.03530026240443335,0.06106690624515543,1,NONE,NONE,100.0
115.69,136.77,126.23,48.14,175.62,179.86,111.18,69.67,48.14,0.321,0.011936676970290216,0.8200724977628471,0.4163030548049673,0.009375477225402384,-0.030428045833848505,0.07675799977047115,0.4214330314002377,0.07399633295780361,-3.5978879347113404,7.995674355053261,158.52,149.99,0.036268632106839505,0.055298751418331626,2,HIGH,NONE,75.0
134.4,141.65,138.025,165.5,149.33,173.85,164.27,23.68,157.42,0.93,0.0058591408768230435,-0.5564218260648512,-2.03730499607111,-0.002513394498455168,-0.016008599149512803,0.1366028769341564,0.226153878606001,0.14458566764520664,5.8437939889787245,9.403038727365225,173.19,179.25,0.015733867619360797,0.010176869388189291,2,NONE,NONE,100.0
94.22,111.32,102.77,115.53,107.12,157.46,168.07,9.63,111.33,0.97,0.0012476913629090314,-1.027771864668714,-1.429971457848056,0.006788486586059184,-0.008835765741997514,0.15060276609859458,0.23213917275177942,0.18379517355772357,22.03970638719812,7.749014648399261,177.63,175.97,0.030430437177817682,0.015242377610257707,2,NONE,NONE,100.0
112.15,110.37,111.26,50.75,45.64,179.05,86.04,57.81,50.75,0.0,0.045860462050067885,-1.1083149801181635,4.666899306584971,-0.013209685598862486,0.000745956945031212,0.036271210316039526,0.055215806098845965,0.016224116415368472,-55.26998885892156,9.60738887464784,163.08,166.28,0.03217509620718961,0.05685634110524179,2,HIGH,NONE,75.0
174.96,167.68,171.32,112.68,125.2,170.5,166.22,63.92,116.55,0.619,0.00679755707698404,0.7223775455829695,1.677725610384162,0.01746930802825314,0.03915829053793074,0.10440643218117307,0.14402372719174594,0.13339422383161126,27.76437336747282,12.640838122003226,174.42,163.58,0.006433778087522657,0.029704555094759444,1,NONE,LOW,95.0
176.57,164.4,170.485,175.47,166.63,172.14,136.41,9.76,175.47,0.1,0.003087830401320324,0.6792774513780075,1.532116152064189,0.01153660376652832,-0.0020401908444155348,0.003022133515488412,0.04392805468719441,0.019248613934528258,536.9213615440632,10.503825787430463,131.64,163.81,0.09027784557411944,0.041126829754684735,1,NONE,NONE,100.0
132.36,129.82,131.09,171.55,160.36,169.04,156.53,37.23,165.96,0.904,0.010025704327527918,1.528022378607552,0.3141450887129582,0.012002413359114394,-0.011512817362777872,0.15769311712523193,0.24536776137146532,0.1576849192269424,-0.005198640523435826,9.294901204082676,165.54,160.98,0.030953092498949397,0.03606341343334163,2,MEDIUM,NONE,85.0
160.39,168.63,164.51,163.47,147.59,151.05,150.76,0.08,163.47,0.0,0.009321222934404627,-1.2235103303585126,0.018738000851897807,0.006385411258232887,0.016861674786364633,0.03424127276729627,0.053982309027902464,0.0046243605425325685,-86.49477613183446,7.248944424301377,158.38,165.26,0.02425971556731865,0.012804968733267863,1,NONE,NONE,100.0
163.19,155.51,159.35,151.23,145.98,112.52,97.53,14.1,150.21,0.386,0.025163542811977302,2.387737909402338,2.021490279647953,-0.00825497429819727,-0.02736613769980134,0.08347172395349056,0.26207985465401024,0.12353734463841803,47.99903342987327,6.701479253524888,143.42,169.91,0.06655425894012329,0.015044007896156342,1,NONE,LOW,95.0
175.69,171.39,173.54,179.21,160.65,145.37,151.1,7.89,179.21,0.0,0.006694139432952717,3.8273780491439813,-1.566974514369257,0.008862221774965817,0.0035120356892743843,0.02226498837441726,0.048239455962905686,0.05580420524860341,150.63657932434904,10.770670566117145,144.82,135.31,0.05342474212305415,0.06040298218945572,1,NONE,NONE,100.0
